content,subject,sentiment_value,score
不管是前排后排还是后备箱都能满足您的家庭和商务需求,内饰,1,5
6L的起步还是有点慢的三档以后提升很快超车轻松,动力,0,4
车身稳定系统是最喜欢的了作为这个价位能配这个绝对是良心！,配置,1,5
性价比高看销量说明一切,价格,1,5
材料一看就是耐用的那种大方简约我很喜欢,内饰,1,5
最喜欢的就是后排起码比福克斯的要大很多尤其是后备箱很不错的,空间,1,5
电子助力真的是好用基本上打方向盘不用多少力气相对比较舒服,操控,1,5
1.6的对于家用来说省油还是不错的日常使用没问题,动力,1,5
有很多好的一个很大的手触液晶屏提供倒车影像导航蓝牙等实用功能座椅电动加热在现在这季节就可以用上了,配置,1,5
性价比很高很多人性化设计比如升降档提示上坡辅助很省油有车窗防夹手的功能这款车简直是物有所值大气大车门及车身都比较厚实安全也很到位,价格,1,5
座椅相比同价位的算舒适的了后排放倒的功能放倒后排显得非常大可以放很多的东西,舒适性,0,4
换挡顺畅但有时不注意挂档不很到位会打滑发出声响我还没遇到有车友说的一档难挂的现象一般国道上6070码过弯很平稳侧倾甩尾的感觉几乎没有,操控,1,5
基本够用但在缓上坡路段超车时有点吃力高速路上我曾经试验跑到160还可以,动力,0,4
安全很到位我最后下决心放弃轩逸入手朗逸朗逸出色的安全功不可没,配置,1,5
养费用还是可以的中等水平,价格,0,4
看起来很酷且长短适中前脸犀利翘翘的尾部性感十足特别是轮毂和熏黑的尾灯很漂亮,外观,1,5
更加时尚中控台正正规规的很容易上手做工方面也不错按键是大块的很方便不会影响行驶安全,内饰,1,5
前排很宽敞不会感到压抑后排坐三人不成问题后备箱很宽敞后排座位放倒之后很实用,空间,1,5
沉稳有信心方向盘力度适中调教的还是不错的变速器档位平顺车子一体感很强开下来感觉非常扎实硬朗,操控,1,5
只要舍得给油推力感还是很强的,动力,1,5
自动中配基本可以满足我的日常行车需求了ESP车身稳定系统ABS系统等安全配备是一个不少,配置,1,5
总体来说性价比不错值了,价格,1,5
真皮座椅很舒服根本不用套座椅套开久也不累隔音做的也比较到位在市区基本不会受到噪音的影响,舒适性,1,5
是明显的德系车风格合理的设计使得在使用中非常方便不用适应就能上手,内饰,1,5
1.4的在城市还是足够用的如果是跑高速的话只要舍得给油还是源源不断的,动力,1,5
选购的是舒适版的该有的基本上都有什么真皮座椅啊反光镜加热啊esp稳定系统啊电动天窗啊都有,配置,1,5
时尚大气尤其是前脸是我喜欢的风格,外观,0,4
做工还可以搭配得也还行,内饰,1,5
足够大一家人坐上去毫无压力,空间,0,4
老婆也喜欢开这车说明还可以啊,操控,1,5
加速很快过红绿灯不费力比别人提速快,动力,1,5
齐全各个方面都还可以,配置,0,4
这个价钱买这个车值得比较满意,价格,0,4
坐在上面睡觉时没有问题的啊舒服,舒适性,0,4
前脸采用标准家族脸谱算是成熟稳重型吧没有什么亮点但是车车的线条不错后屁股也很性感,外观,1,5
适合家用后排稍微胖点做三个人就太挤了还凑合适合4口之家,空间,1,5
既然决定买车我不会过多考虑性价比了因为有钱难买乐意二字也不能用其他品牌的去与大众比较总之买了不后悔,价格,1,5
朗逸外形不用多说了贴上帕萨特的标志单独放到一个地方不了解的人肯定会认为这就是一辆帕萨特的,外观,1,5
不是特别精致不过家用足够了,内饰,0,4
车内在紧凑车型中感觉还是比较大的前排坐进去毫无拘束的感觉,空间,0,4
一般驾驶比较平稳转向还比较精准,操控,1,5
推背感还是有点的上了二档以后各档的加速都是比较给力的,动力,1,5
新朗逸配备了ESP车身稳定控制系统车屁股上的倒车雷达还是比较好用的很灵敏倒车只要看两边的后视镜就可以了,配置,1,5
只有5个油百公里,价格,0,4
高速驾驶的时候胎噪比较厉害只能将音乐音量调大点听不到噪音就好呵呵,舒适性,1,5
黑色的银色的完全摒除了别人所说的压抑感简洁的中控虽说还是很久以前的模样但,内饰,1,5
充沛1.4T的机器都敢用在途观跟帕萨特上带动1.3吨的朗逸绰绰有余！,操控,1,5
过我车的人都会说坐着很舒服也许是因为我开的太慢的缘故吧但是我像这只能算其一吧公交车开的再慢也不会很舒服的吧,舒适性,0,4
朗逸的属于稳重中带有一点点时尚感平时开着去上班郊游逛超市走亲访友都还是挺合适的,外观,0,4
这款车的塑料感还是有那么点强不过自己看着对眼就好老婆说车的坐垫选得不错无论是颜色还是做工材料她都喜欢喜欢就喜欢吧,内饰,0,4
还是比较够用的后车厢和驾驶座的都挺大退伸开也不会有很拘束的感觉就是大胖子坐进去也是没得问题的另外车的后备箱还可以放自己日常需要的一些东西比如婴儿车什么的对比较满意,空间,0,4
方向盘比较精准感不错转弯的时候都可以准确的进入相应车道排挡也很轻松按一下直接挂档即可没有什么阻力,配置,1,5
性价比还是不错的尤其是1.6L的但是优惠比较少没什么礼品送,价格,1,5
时尚硬朗低调稳重,外观,1,5
镀铬饰条提升车内档次,内饰,1,5
驾乘舒适车内储物丰富后备箱也给力,空间,1,5
变道转向稳转向精准,操控,1,5
起步加速稳又快无顿挫感,动力,1,5
皮座椅包裹性强视野广能好,舒适性,1,5
智能前瞻的领先科技周道细致的安全赋予了新朗逸更趋完美的用户体验,舒适性,1,5
中控台的设计我个人比较喜欢简单一点正正规规的很容易上手做工方面也不错,内饰,1,5
舒适版的该有的基本上都有什么真皮座椅啊反光镜加热啊esp稳定系统啊电动天窗啊都有唯一没有的就是定速巡航这个比较遗憾,配置,1,5
性价比嘛至少我觉得自舒和手舒的性价比在这款车中是最高的,价格,1,5
乘坐良好不过在有些不是很平的路面感觉车会有摇晃感乘坐和驾驶座很舒适,舒适性,1,5
朗逸车身线条刚劲有力动感十足整体造型融合时尚元素较多整体时尚漂亮却不失大气稳重,外观,0,4
浅色风格简洁温馨较强但细节做工不够均匀接缝间隙较大中控台布局合理音响效果比较不错,内饰,1,5
普通身材的人坐在后座坐姿低一点的话腿部的肯定可以跷二郎腿地但这毕竟是辆A级车后座头部和车体宽度是不可能和B级车比较的总之关于方面家庭的一般用途短途的出行朗逸的肯定是能够满足绝大多数人的需求的,空间,0,4
方面1.6的自然吸气5MT变速箱在TSIDSG组合面前科技含量是低了点也没有什么太大的意外和惊喜但换来的是可靠和低保养低应该说这个组合用在朗逸上是非常适合的大众的这款原polo劲情发动机算是适合中国国情的经典发动机之一了扭矩输出比较平滑城市起步时不需要大脚油门,操控,0,4
方面1.6的自然吸气5MT变速箱在TSIDSG组合面前科技含量是低了点也没有什么太大的意外和惊喜但换来的是可靠和低保养低应该说这个组合用在朗逸上是非常适合的大众的这款原polo劲情发动机算是适合中国国情的经典发动机之一了扭矩输出比较平滑城市起步时不需要大脚油门MT虽然比不上DSG的换挡顺滑,动力,1,5
多功能方向盘还算齐全应个人要求,配置,0,4
性价比还算可以毕竟是德系车,价格,0,4
和新帕感觉差不多还算是中等偏上的感觉,舒适性,1,5
非常的大气特别是45度看真的是越看越好看,外观,1,5
很顺手不管转弯急刹车等等都很平稳ESP还是蛮不错的,操控,1,5
1.4T的很强劲特别是当转速达到2000转左右的时候推背感特别的明显涡轮增压的车还真不是盖的,动力,1,5
无钥匙启动座椅加热后视镜加热折叠感应雨刷胎压监测等等非常丰富也很实用,配置,1,5
同价车中朗逸的性价比除了做工上有的差以外其他地方还是很占优势的,价格,1,5
真皮座椅坐着很舒服也很软档次也一下提高了,舒适性,1,5
表现宽敞很适合家用虽然没有福克斯宽轴距没有福克斯长但比福克斯大赞一个也是我的选车标准之一,空间,1,5
坐过我车的人都会说坐着很舒服也许是因为我开的太慢的缘故吧但是我像这只能算其一吧公交车开的再慢也不会很舒服的吧,舒适性,1,5
总体感觉很好特别是前脸很犀利,外观,1,5
很容易上手做工方面也不错,内饰,1,5
对于朗逸的我比较满意,空间,1,5
还可以吧基本没什么卡住,操控,0,4
起步时候要给油不然动不起来！后期加速还不错！,动力,0,4
朗逸的安全还是蛮好的,配置,1,5
每次开车出去人家都夸我这车不错,价格,1,5
坐过我车的人都会说坐着很舒服也许是因为我开的太慢的缘故吧但是我像这只能算其一吧公交车开的再慢也不会很舒服的吧大座椅柔软怎么能不舒服,舒适性,1,5
稳重不失活力但不如新福克斯等车型漂亮,外观,1,5
材质绝对做工精细稳重大方大众的一贯作风但某些细节不太令人满意,内饰,1,5
1.4T发动机堪比2.0自吸配合手动挡起步加速都很给力我给满分,动力,1,5
相对于价位来说总体偏低吧不过我是比较满意除了没有USB接口天窗后视镜后窗电加热倒车雷达雾灯胎压检测这些我需要的都有了,配置,1,5
车内很大调好位置后能够找到比较舒服的驾乘姿势,空间,1,5
性能还不错高速上稳重城市里轻巧,操控,1,5
天窗后视镜后窗电加热倒车雷达雾灯胎压检测这些我需要的都有了,配置,1,5
总体乘坐和驾驶感觉舒适空调和音响效果也很满意,舒适性,1,5
大气特别前脸！感觉有小帕萨特的气质！中规中矩！成熟稳重适合我这个年龄阶段的人开设计比较年轻化,外观,1,5
起步涡轮没介入前相对很肉介入后就还不错！起步时候要给油不然动不起来！后期加速还不错！,动力,1,5
选购的是舒适版的该有的基本上都有什么真皮座椅啊反光镜加热啊esp稳定系统啊电动天窗啊都有唯一没有的就是定速巡航这个比较遗憾,配置,1,5
够用座椅还有高低调节腰部支撑调节舒适度对我来说还行吧,舒适性,1,5
前脸很霸气有种B级车的锋范,外观,0,4
做工优良细节做了很到位,内饰,1,5
后排跷二郎腿完全没问题后备箱可以把我给装下哈哈,空间,0,4
方向娇沉适合我这种注重的人速度与激情啊,操控,1,5
1.4T的相当给力起步基本无人能敌,动力,1,5
天窗真皮都有了有这两个我就满足了,配置,0,4
悬挂偏硬一点速度开快了碰到凹凸的地方还是很生硬的感觉,舒适性,1,5
这个是最稀饭了那犀利的大灯那流畅的腰线那丰满的那啥...我选的简约银个人感觉比黑色的显大还有就是不那么容易脏,外观,1,5
中控台相对简洁没有那么多功能但是也比较简约看上去很显档次和时尚操作起来也容易上手因为喜欢现在的中控所以一直没有换中控倒车影像车内颜色搭配也好布局合理超满意,内饰,1,5
很不错一家出行已经完全足够了当然我就一个孩子如果在有一个就不靠谱了,空间,0,4
朗逸也不错方向也可以说是指哪打哪而且电子助力的方向盘也很轻地盘也很稳,操控,1,5
重点啊这个也是车子的卖点虽然DSG之前有报道说不是很稳定但是新生产物嘛什么事情都有的发展的过程以及磨合的过程我的车子拿到手后觉得很充沛超车啥的心里非常有底哈哈,动力,1,5
胎压监测很实用后视镜加热雨天和下雪天觉得是用的着的不用降下玻璃就能实现自动除霜安全系数提高了不少,配置,1,5
来了个芜湖南京二日游一圈下来加上提车后共跑了1600KM共加97油760元车子显示还可以跑100KM在磨合期内油费约0.5元km非常满意,价格,1,5
轻微异响这点我特不能接受所以一般听音乐无视他希望大众能改进这些细节毕竟细节才能成就完美嘛,舒适性,0,4
感觉很大气侧身也很有肌肉感中规中矩的尾部少了宝来的性感但是也不乏稳重的性格,外观,0,4
黑色的银色的完全摒除了别人所说的压抑感简洁的中控虽说还是很久以前的模样,内饰,0,4
总体感觉很好特别是前脸很犀利美中不足的是尾部太翘了不是很好看,外观,0,4
中控台的设计我个人比较喜欢简单一点正正规规的很容易上手做工方面也不错如果能在材质上下功夫就会跟好的,内饰,0,4
对于朗逸的我比较满意前排很宽敞不会感到压抑后备箱很宽敞后排座位放倒之后很实用,空间,1,5
方向盘轻重适中沉稳扎实有信心虽然是机械液压助力调教的还是不错的车子整体感很强减震有点硬,操控,0,4
感觉比较肉起步要给比较大的油门中段提速还是很可以的,动力,0,4
没有前雾灯是一个遗憾其他的还不错该有的基本都有了特别是安全方面做得很不错,配置,1,5
性能稳定操纵良好底盘扎实省油也大气比较好安全也比较丰富总体来说性价比不错值了,价格,0,4
宽阔感觉挺舒适的原装CD它标配8喇叭音质真心不错！朋友建议加装低音炮我不想加装毕竟有安全隐患而且我认为没必要,舒适性,0,4
与错落有致的蜂窝状横拉式进气格栅一起营造了令人雀跃的动感气氛激活了驾驶者身上每一个运动的细胞,外观,1,5
虽然不怎么看着高档但10万左右也不错了,内饰,0,4
车内宽敞舒适储物丰富,空间,0,4
助力转向起到很大作用方向盘很轻路感清晰,操控,1,5
方面也还可以只要起步的时候你舍得给油,动力,0,4
ESP车身稳定系统ABS系统等安全配备是一个不少,配置,1,5
但燃油经济性让人满意一直经常市内上下班代步一直控制在10个以内,价格,1,5
恒温空调很好隔音做的也比较到位,舒适性,1,5
很大后面坐4个人也不显拥挤后备箱储物不错!后排座可放倒增加实用性强储物格等也很不错,空间,1,5
方向盘比我以前开的雪佛兰要重过弯性很好刹车很稳!换挡顺畅但有时不注意挂档不很到位会打滑发出声响,操控,1,5
1.4T加速一点也不肉DSG也没有碰到什么问题！7速双离合换挡很是平顺比棒子2.0L6速手自一体好多了只要舍得给油还是很强的推背感,动力,1,5
每次开车出去人家都夸我这车不错奉承的肯定有但大部分人说的都是实话自己的车自己最清楚和了解所以性价比还是不错的,价格,1,5
乘坐良好不过在有些不是很平的路面感觉车会有摇晃感乘坐和驾驶座很舒适发动机声音稍大不过还能接受如果减震能再好一些就完美啦,舒适性,1,5
综合来说性价比挺不错的低是拉高分数的关键啊..,价格,1,5
很好很上档次拉丝银中板感觉简洁大气,内饰,1,5
朗逸车前后排相当宽松非常满意,空间,1,5
很好转向非常轻松本人虽是新手但线内行驶及转向判断很准确操作很轻松不感觉到很累,操控,1,5
个人感觉不错只要舍得给油起步还是比较快有传说中的推背感爬坡时只要充分加油门是非常强劲的,动力,0,4
安全高安全气囊防夹功能以及前后防撞钢梁都很满意,配置,0,4
很高大气宽裕车门及车身有厚重感车内装饰有档次,价格,1,5
还不错前后排都比较舒适只是在不平的山道上后排感觉有点颠簸但总体感觉还是不错,舒适性,1,5
秀气端庄稳重精致车身硬朗轮廓明朗线条圆润饱满亮眼耐看还是非常不错的挺洋气的,外观,1,5
沉稳简洁一眼望去一目了然做工扎实设计的也挺时尚的全黑色调个人感觉很运动的,内饰,1,5
车里足够宽敞充裕绝对是够用了后备箱储物容量多体积大能放许多东西很有满足感,空间,1,5
标配ESP助力作用大很精准方向盘转向不错弯道及狭窄道路可放心开变速器顺畅路感清晰,操控,1,5
起步不肉加速有潜力只要你舍得给油高速中推力感还是很强的但又不失安全稳重非常喜欢,动力,1,5
配有电动车窗防夹手功能行车电脑显示屏空调制热制冷还有ABS防抱死制分配安全锁电子防盗等装备,配置,1,5
较高德系车质量好,价格,1,5
座椅包裹性很好能高低调节前排视野不错空调效果明显出风快隔音做的也比较到位的,舒适性,1,5
看起来很酷且长短适中轮毂和熏黑的尾灯很漂亮前脸很像迈腾尾部就是一个小帕萨特,外观,1,5
黑色搭配简约的中控面板给人以强烈的硬朗视觉,内饰,1,5
478L的后备箱中如果东西多还可通过46分割将后排放倒形成更大的储物,空间,1,5
性价比还可以这款车最注重的就是省油,价格,1,5
圆润大气颜色选的老婆最爱的白色家里人都很喜欢,外观,1,5
一眼就知道是德系车设计合理使用方便,内饰,1,5
对于一款家用轿车足够用座椅和后备容积都很大,空间,1,5
城市穿梭相当不错转向也轻车子开起来很好开,操控,1,5
1.4T的发动机爆发力超好高速上超车也很不错,动力,1,5
买的舒适版的天窗真皮座椅胎压监测这些实用功能都有了,配置,1,5
冲着买的这个车上也很满意,价格,1,5
应该是底盘的原因一些颠簸路面时车内还是很不错的,舒适性,1,5
真皮坐椅提高很多档次但是部门位置塑料感略强在这价位上可以理解,内饰,1,5
1.6L的起步还是有点慢的三档以后提升很快超车轻松,动力,1,5
霸气尤其喜欢前脸,外观,0,4
有很多好的一个很大的手触液晶屏提供倒车影像,配置,0,4
个人感觉朗逸还是不错的要品牌有品牌要有要质量有质量,价格,1,5
整体来说还是比较舒适的恒温空调很好隔音做的也比较到位,舒适性,0,4
这个价位感觉最好的必须有的都有,价格,1,5
舒适度个人感觉后排座椅确实是短了许多腿部支撑较差不过好在较大腿可以半伸直并不特别累,舒适性,1,5
合理的设计使得在使用中非常方便不用适应就能上手这一点比思域好很多,内饰,1,5
正正规规的很容易上手做工方面也不错,内饰,0,4
后备箱也很宽敞尤其是当后排座位放倒之后很实用,空间,0,4
性能还不错高速上稳重城市里轻巧方向盘是电动助力,操控,0,4
发动机比较成熟的质量可靠当作上班用车还是一个不错的选择,动力,0,4
其它一些和也很实用总体感觉不错,配置,0,4
也不能用其他品牌的去与大众比较总之买了不后悔,价格,0,4
减震调校偏硬路感较强但在市区内座椅还是很舒服的,舒适性,0,4
整体来说还是比较舒适的恒温空调很好隔音做的也比较到位在市区基本不会受到噪音的影响,舒适性,1,5
过我车的人都会说坐着很舒服也许是因为我开的太慢的缘故吧但是我像这只能算其一吧公交车开的再慢也不会很舒服的吧大座椅柔软怎么能不舒服,舒适性,0,4
体造型动感而有力同时又富有立体感各个细节经得起推敲U型的中网是典型的大众风格,外观,1,5
方向盘和挡把都来自大众车系各个操作按钮整洁排列基本凭直觉就能找到稍加注重你又能发现不少细节处理得很到位,内饰,0,4
上海大众给出的数据是前门宽1000毫米而后门的宽度则达到了1030毫米后排乘客上下车的便利程度不言而喻,空间,1,5
并没有一味地继续德国模式而是按照国人的用车习惯进行了设定就像领驭那样偏重于舒适,操控,1,5
朗逸身上的德国风格在驾驶中体显得更为明显发动机舱里能装备1.6升或者2.0升两款发动机,动力,0,4
8只喇叭的效果还不错此外它还具备虚拟6碟功能能将7.5小时大约相当于6张CD的容量的音频文件保存下来并进行播放,配置,1,5
朗逸的还是令我相对满意的冬天一般5L多一点夏天顶个大太阳开空调也在67L比较满意综合下6L左右,价格,1,5
乘坐大腿伸展的很开坐在里面还是很享受的后座三个还是很中意的,舒适性,1,5
朗逸的绝对是够用了朗逸是针对中国市场开发的他们知道中国百姓最需要的是什么对就是实用！,空间,1,5
方向盘比较精准感不错转弯的时候都可以准确的进入相应车道排挡也很轻松按一下直接挂档即可没有什么阻力！,操控,1,5
我这个车是豪华版的可以说一般能用到的都齐全了而且朗逸的安全很高用起来放心啊,配置,1,5
从侧面看上去朗逸显得很流畅也很协调上下两道折线给人以强烈的雕塑感车尾的行李箱盖是个时髦的设计,外观,1,5
很多细节之处更加中国化比如上深下浅的配色就是国内消费者的最爱还有精致的木饰条柔软的皮面料都是投国人之所好,内饰,0,4
坐在后排的时候无论头部肩部还是腿部都能令人满足后座靠背也很合适而且我能告诉你它的角度是111度这当然不是我去量的而是上海大众研究出来的结果据说在这个角度下人的坐姿最放松,空间,1,5
真正开起来你会觉得朗逸传递给你的是浓郁的德国味道握着方向盘一种扎实的感觉油然而生,操控,1,5
在调校方面都考虑到了国内车主的用车习惯将扭矩输出设置成双峰形在转速达到1500转分的时候就能输出85%的扭矩,动力,0,4
蓝牙功能能让接打电话变得更便捷自动感应雨刷前排座椅加热定速巡航倒车雷达自动防眩目后视镜自动空调多功能方向盘等通常只能在高级车上一见的东西朗逸全部有,配置,1,5
很满意的一点就是昨天跑出了平均5.0的里程数在105公里上就是平常使用的时候也基本在6.87.0之间了现在在首保后的下降趋势比较明显,价格,1,5
由于轴距达到了2610毫米后排终于不再是大众A级车的软肋能让我这个身高1.85米的杀手做出这样的评价真的不轻易,舒适性,1,5
黑色的银色的完全摒除了别人所说的压抑感简洁的中控虽说还是很久以前的模样但是这不就是传说中的经典吗,内饰,1,5
级车中敢和朗逸比的估计没有几款车一家5口绝对不会绝对拥挤尤其的坐在后排的父母们再也不用憋屈了,空间,0,4
这个必须点赞啊朋友都说好看不好看我就不会买了哈哈,外观,1,5
材料一看就是耐用的那种质朴我很喜欢,内饰,1,5
做的还是比较的明显的前驱特点比较的好的利用但是后排的中间还是有隆起的地方还是可以接受的范围,空间,1,5
底盘扎实尽管后轮是半独立悬架但对于一般家庭来说也够用了,操控,1,5
起步有些慢但速度拉起来了到也可以了可能调校上还有待加强,动力,0,4
指向性很清晰方向盘适合男性车友驾驭至于力气大的女汉子也是可以转动的,配置,1,5
优点很多大众嘛在国人心目中一直是质量过得硬的品牌也很公道和同价位别的品牌中无疑是选择大众了,价格,1,5
整体来说还是比较舒适的恒温空调很好隔音做的也不错在市区基本不会受到噪音的影响车身要在高点或者座椅在低点就更好了,舒适性,0,4
质一般做工精细稳重大方大众的一贯作风但某些细节太令人满意,内饰,0,4
1.4T发动机堪比2.0自吸配合手动挡起步加速都很力我给满分,动力,0,4
我是比较满意除了没有USB接口,配置,0,4
很好很大气厚重很喜欢最喜欢的就有这点,外观,1,5
味道没感觉有在自己能接受和满意的程度,内饰,1,5
很不错很喜欢前排放到左后前后距离有富余上下位置稍微有些膝盖碰钥匙但也可以啦,空间,1,5
不错转向轻松精确对于我这个新手能因为这个准确判断转向距离,操控,1,5
不错只要舍得给油蹭的能窜出去好几次在安全的前提下在绿灯后领先其余的车辆经常有传说中的推背感,动力,1,5
主动安全丰富齐全让我对大众很欣赏,配置,1,5
大气漂亮沉稳线条好前脸看着很犀利后部显着圆滑看着比较协调开着有面子,外观,1,5
做工严谨细腻黑色的主调简洁的中控台没有过于花哨张扬的装饰舒服顺眼耐看也不显得复杂,内饰,1,5
与同级别车型相比够大前排宽敞舒适后排坐三个大胖子都可以后备箱能装很多东西储物丰富,空间,1,5
电动助力灵活自如方向盘力度好转向清晰指哪打哪变速器柔顺底盘扎实悬挂不拖泥带水大大增加了安全,操控,1,5
起步不肉加减速反应快只要你舍得给油推力感还是很强的跑高速给力日常使用是一个很好的选择,动力,1,5
配有电动后视镜外接音源接口行车电脑显示屏车身稳定控制ESPABS防抱死制分配牵引力控制等等,配置,1,5
较高挺值得耐用,价格,1,5
方向盘有上去调节座椅有高低调节能顺着自己来驾驶更舒服空调效果好车内比较安静坐在里面不会受噪音的困扰,舒适性,1,5
棱角分明尾翼更显时尚,外观,0,4
黑色真皮更显高端,内饰,0,4
不管是前排后排还是后备箱都足够大,空间,0,4
方向盘很轻很容易,操控,0,4
从起步开始就能感受到提速的乐趣,动力,0,4
无钥匙一键启动功能很方便,配置,0,4
如果这种价位再低点就更好了,价格,0,4
简单一点正正规规的很容易上手做工方面也不错,内饰,0,4
胎压提示功能也很实用还有其它一些和也很实用总体感觉不错,配置,1,5
综合来说性价比挺不错的,价格,0,4
这款车简直是物有所值大气大车门及车身都比较厚实安全也很到位,价格,1,5
颜色选的老婆最爱的白色家里人都很喜欢,外观,1,5
足够用座椅和后备容积都很大,空间,1,5
转向也轻车子开起来很好开,操控,1,5
爆发力超好高速上超车也很不错,动力,1,5
胎压监测这些实用功能都有了,配置,1,5
一些颠簸路面时车内还是很不错的,舒适性,1,5
车身浅蓝色看着很有质感前脸和后尾大气饱满感觉车身很扎实,外观,1,5
是蓝色相拼的很特别设计的也比较人性化看起来很舒服,内饰,1,5
发动机起停技术和制动能量回收系统是这个车子的亮点,配置,1,5
后备箱巨大比较方正开口高度合适拿东西挺方便的46的座椅方便放些大件物品,空间,1,5
个人感觉朗逸还是不错的要品牌有品牌要有要质量有质量也就可以啦...,价格,1,5
外型俊朗有力比例协调成熟稳重大气刚劲逸动非凡是我的大爱,外观,0,4
选的是黑色的做工和装配都很好,内饰,0,4
我身高170.95公斤前排我调好再坐后排可以翘起二郎腿头部也很好后备箱超大,空间,0,4
电子助力很好打方向盘回正力度适中档位吸入感强挂档很轻松转向精准,操控,1,5
本人不开快车1.6的排量家用够用了载五大一小开空调爬较陡的地下库都没有问题,动力,0,4
车身内部配备了八个扬声器喇叭音响效果也很棒很人性化,配置,0,4
大众的这款车很厚道保值率比较高性价比不错值得拥有,价格,0,4
在城市还是足够用的如果是跑高速的话只要舍得给油还是源源不断的,动力,0,4
中规中矩还算大气车前部看上去很大气就是如果中网的竖条去除加上日行灯和透镜我想此前脸必为朗逸销量提升不少,外观,1,5
方面如果仪表台用有弹性的塑料我觉得会更显档次另外车内的镀铬条显得很有档次,内饰,1,5
这是没话说对我而言足够用了！甚至有点浪费,空间,1,5
转弯的时候都可以准确的进入相应车道排挡也很轻松按一下直接挂档即可没有什么阻力！,操控,1,5
6的基本够用但在缓上坡路段超车时有点吃力高速路上我曾经试验跑到160还可以,动力,0,4
我看中他的能全车标配ESP八个扬声器喇叭自动雨刷玻璃前后一键升降我感觉这些对我来说就够了真的够了,配置,1,5
我自己感觉这款车的性给了我很大的信心当然也感谢我的教练当时对我比较严格也对我比较照顾,价格,1,5
乘坐良好不过在有些不是很平的路面感觉车会有摇晃感乘坐和驾驶座很舒适前排为运动座椅有包裹感,舒适性,1,5
这车子耐看！蓝色耐脏！还好不是黑色白色高端大气上档次啊小帕萨特开出去很有面子,外观,1,5
我172的身高坐直了就撞车顶了感觉离方向盘太近了座椅升降很麻烦降得太低人就往后倒跟躺着一样很不舒服就这头还是离车顶很近,空间,1,5
指向性还好！转向也可以！120后方向盘就变沉了高速转向车倾斜的就没那么有信心了,操控,1,5
有很多好的一个很大的手触液晶屏提供倒车影像还有导航蓝牙等使用功能座椅电动加热在冬天的时候真的是很棒,配置,1,5
也不错的底盘很扎实开着很舒服座椅的包裹性很好,舒适性,1,5
让人一眼看上去是很潮流的一款车棱角分明,外观,0,4
装配工艺很好简洁大方看上去很上档次,内饰,0,4
内部够大紧凑型车型里算是自己感觉最满意的内部了后备箱很宽敞家庭用车后备箱的足够了！,空间,0,4
方向精准高速转弯很稳当加速变道蛮可以的,操控,1,5
1.6自然吸气的起步还是可以的3档以后加速超车随心所欲,动力,0,4
安全很到位有自动雨刷玻璃前后一键升降标配ESP等够用了,配置,0,4
整车很皮实耐用还有大众的品牌作保障性价比不错,价格,0,4
相当给力起步基本无人能敌,动力,1,5
总体乘坐和驾驶感觉舒适空调和音响效果也很满意但后座底部中间的凸起纵梁会影响后座中间人的,舒适性,1,5
是明显的德系车风格合理的设计使得在使用中非常方便不用适应就能上手这一点比思域好很多是明显的德系车风格合理的设计使得在使用中非常方便不用适应就能上手这一点比思域好很多,内饰,1,5
老婆是个控喜欢看大气一点的车公司有个老款的朗逸她说那个圆嘟嘟的感觉有点奇怪新款的看起来就规矩多了大众脸方方正正看起来成熟稳重而且很严肃就像我一样,外观,1,5
我这个人比较喜欢安静黑色的比较运动一些米色的就比较安逸坐进去有一种很安逸的感觉还是那句话我买朗逸是家用的不用飙车泡妞按钮的布局也都还比较顺手有没有多功能方向盘都不重要了,内饰,1,5
家用绝对足够以前开过科鲁兹福克斯卡罗拉朗逸的应该是最大的了坐在里面很舒服头部也足够想不想看到车头盖都可以,空间,1,5
中规中矩吧试过60码过弯很舒服侧倾不算太大过了之后方向盘回正慢车子晃动也不是那么太明显ESP太伟大了！还有一点不得不说的就是液压助力也很帅！,操控,1,5
刚起步的时候反应有点慢半拍二次加速没的说1.4t够快推背感也有不过没有福克斯那么猛毕竟福克斯是主推运动和驾驶感受的朗逸是家用车代表但也足够秒杀绝大部分A级车了,动力,1,5
齐全功能完善中控台很大放很多东西,配置,1,5
高而且听说现在又降价了优惠额度可以想象了不过开了这么久也值了,价格,1,5
家用车的典型代表自然是主推舒适和安逸的开着车坐在后排的乘客都能舒舒服服的睡个懒觉不知道醒100码左右的时候噪音也不大不会影响车内的正常交流,舒适性,1,5
个人觉得小狼的非常好活力中带着成熟稳健,外观,1,5
我买的风尚版也是简洁大方了,内饰,1,5
是我选择朗逸的一个很重要的原因一开始就是看中朗逸的,空间,1,5
个人觉得很好总体来说很满意,操控,1,5
作为家用车低结实耐用就很好了,动力,1,5
很好功能也很齐全,配置,1,5
性价比个人觉得还是很值得入手的,价格,1,5
从这几天的驾驶感觉来看是值得肯定的,舒适性,1,5
我个人觉得很耐看我的是银色的最最普通的颜色和大众一样踏踏实实做事,外观,1,5
大众车的基本上都很相近永远不会过时,内饰,1,5
不多说了！这个价位没的说很大很满意,空间,1,5
性能很好指哪打哪电子助力很方便,操控,1,5
很充足了家用很够用了,动力,1,5
很齐全已经很棒够用了,配置,1,5
性价比比较高个人觉得很值,价格,1,5
舒服座椅的包裹性很好,舒适性,1,5
